Nummer	lastpage	startdate
1608	7	2014-12-09T18:22:42
1609	7	2014-12-09T18:22:57
1610	1	2014-12-09T18:22:58
1611	7	2014-12-09T18:23:03
1612	7	2014-12-09T18:23:45
1613	1	2014-12-09T18:23:48
1614	7	2014-12-09T18:23:55
1615	7	2014-12-09T18:24:01
1616	7	2014-12-09T18:24:11
1617	7	2014-12-09T18:24:14
1618	7	2014-12-09T18:24:41
1619	1	2014-12-09T18:24:50
1620	7	2014-12-09T18:24:51
1621	7	2014-12-09T18:25:02
1622	7	2014-12-09T18:25:04
1623	7	2014-12-09T18:25:05
1624	7	2014-12-09T18:25:06
1625	0	2014-12-09T18:25:09
1626	7	2014-12-09T18:25:10
1627	7	2014-12-09T18:25:13
1628	7	2014-12-09T18:25:15
1629	7	2014-12-09T18:25:26
1630	1	2014-12-09T18:25:29
1631	7	2014-12-09T18:25:29
1632	7	2014-12-09T18:25:35
1633	0	2014-12-09T18:25:46
1634	7	2014-12-09T18:25:54
1635	4	2014-12-09T18:25:56
1636	7	2014-12-09T18:26:16
1637	7	2014-12-09T18:26:27
1638	7	2014-12-09T18:26:31
1639	7	2014-12-09T18:26:42
1640	1	2014-12-09T18:26:48
1641	7	2014-12-09T18:26:49
1642	5	2014-12-09T18:26:59
1643	7	2014-12-09T18:27:01
1644	0	2014-12-09T18:27:02
1645	7	2014-12-09T18:27:16
1646	7	2014-12-09T18:27:24
1647	2	2014-12-09T18:27:25
1648	7	2014-12-09T18:27:27
1649	0	2014-12-09T18:27:37
1650	6	2014-12-09T18:27:44
1651	1	2014-12-09T18:27:48
1652	7	2014-12-09T18:27:48
1653	7	2014-12-09T18:27:52
1654	4	2014-12-09T18:28:01
1655	0	2014-12-09T18:28:06
1656	7	2014-12-09T18:28:07
1657	7	2014-12-09T18:28:17
1658	5	2014-12-09T18:28:21
1659	7	2014-12-09T18:28:23
1660	7	2014-12-09T18:28:24
1661	7	2014-12-09T18:32:48
1662	7	2014-12-09T18:28:31
1663	1	2014-12-09T18:28:33
1664	7	2014-12-09T18:28:35
1665	7	2014-12-09T18:28:38
1666	7	2014-12-09T18:28:46
1667	7	2014-12-09T18:29:00
1668	7	2014-12-09T18:29:16
1669	7	2014-12-09T18:29:27
1670	7	2014-12-09T18:29:29
1671	7	2014-12-09T18:29:29
1672	4	2014-12-09T18:29:30
1673	1	2014-12-09T18:29:32
1674	7	2014-12-09T18:29:33
1675	1	2014-12-09T18:29:46
1676	0	2014-12-09T18:29:50
1677	7	2014-12-09T18:29:51
1678	0	2014-12-09T18:29:56
1679	7	2014-12-09T18:30:02
1680	1	2014-12-09T18:30:04
1681	7	2014-12-09T18:30:07
1682	7	2014-12-09T18:30:12
1683	7	2014-12-09T18:30:16
1684	0	2014-12-09T18:30:29
1685	1	2014-12-09T18:30:42
1686	7	2014-12-09T18:30:44
1687	7	2014-12-09T18:30:46
1688	0	2014-12-09T18:30:47
1689	7	2014-12-09T18:30:51
1690	7	2014-12-09T18:31:03
1691	7	2014-12-09T18:31:26
1692	5	2014-12-09T18:31:28
1693	7	2014-12-09T18:31:32
1694	7	2014-12-09T18:31:32
1695	7	2014-12-09T18:36:46
1696	4	2014-12-09T18:31:35
1697	5	2014-12-09T18:31:40
1698	2	2014-12-09T18:31:44
1699	7	2014-12-09T18:31:55
1700	7	2014-12-09T18:32:07
1701	7	2014-12-09T18:32:12
1702	7	2014-12-09T18:32:17
1703	7	2014-12-09T18:32:17
1704	7	2014-12-09T18:32:18
1705	7	2014-12-09T18:32:19
1706	7	2014-12-09T18:32:21
1707	7	2014-12-09T18:32:22
1708	7	2014-12-09T18:32:32
1709	1	2014-12-09T18:32:33
1710	7	2014-12-09T18:32:38
1711	7	2014-12-09T18:32:40
1712	7	2014-12-09T18:32:49
1713	2	2014-12-09T18:33:09
1714	7	2014-12-09T18:33:14
1715	1	2014-12-09T18:33:17
1716	7	2014-12-09T18:33:28
1717	1	2014-12-09T18:33:30
1718	7	2014-12-09T18:33:34
1719	7	2014-12-09T18:33:40
1720	1	2014-12-09T18:33:48
1721	7	2014-12-09T18:34:01
1722	7	2014-12-09T18:34:03
1723	1	2014-12-09T18:34:05
1724	7	2014-12-09T18:34:05
1725	4	2014-12-09T18:34:25
1726	3	2014-12-09T18:34:50
1727	7	2014-12-09T18:35:03
1728	2	2014-12-09T18:35:12
1729	7	2014-12-09T18:35:20
1730	5	2014-12-09T18:35:46
1731	0	2014-12-09T18:35:54
1732	7	2014-12-09T18:35:56
1733	7	2014-12-09T18:36:09
1734	0	2014-12-09T18:36:10
1735	7	2014-12-09T18:36:12
1736	5	2014-12-09T18:36:17
1737	7	2014-12-09T18:36:21
1738	7	2014-12-09T18:36:24
1739	2	2014-12-09T18:36:27
1740	7	2014-12-09T18:36:29
1741	7	2014-12-09T18:36:31
1742	5	2014-12-09T18:36:34
1743	0	2014-12-09T18:36:40
1744	7	2014-12-09T18:36:40
1745	7	2014-12-09T18:36:41
1746	7	2014-12-09T18:36:48
1747	7	2014-12-09T18:36:49
1748	7	2014-12-09T18:36:52
1749	7	2014-12-09T18:36:52
1750	1	2014-12-09T18:36:54
1751	1	2014-12-09T18:36:56
1752	0	2014-12-09T18:36:59
1753	7	2014-12-09T18:37:08
1754	7	2014-12-09T18:37:10
1755	7	2014-12-09T18:37:12
1756	7	2014-12-09T18:37:13
1757	5	2014-12-09T18:37:14
1758	0	2014-12-09T18:37:17
1759	1	2014-12-09T18:37:29
1760	7	2014-12-09T18:37:31
1761	1	2014-12-09T18:37:37
1762	0	2014-12-09T18:38:09
1763	0	2014-12-09T18:37:51
1764	1	2014-12-09T18:38:05
1765	0	2014-12-09T18:38:16
1766	0	2014-12-09T18:38:29
1767	7	2014-12-09T18:38:49
1768	7	2014-12-09T18:38:51
1769	7	2014-12-09T18:38:57
1770	7	2014-12-09T18:39:00
1771	1	2014-12-09T18:39:01
1772	7	2014-12-09T18:39:09
1773	7	2014-12-09T18:39:10
1774	1	2014-12-09T18:39:11
1775	0	2014-12-09T18:39:12
1776	7	2014-12-09T18:39:21
1777	7	2014-12-09T18:39:26
1778	7	2014-12-09T18:39:28
1779	7	2014-12-09T18:39:41
1780	7	2014-12-09T18:39:41
1781	7	2014-12-09T18:39:41
1782	7	2014-12-09T18:39:42
1783	7	2014-12-09T18:39:46
1784	7	2014-12-09T18:39:49
1785	1	2014-12-09T18:39:54
1786	0	2014-12-09T18:40:10
1787	7	2014-12-09T18:43:41
1788	7	2014-12-09T18:40:11
1789	7	2014-12-09T18:40:15
1790	7	2014-12-09T18:40:20
1791	7	2014-12-09T18:40:23
1792	1	2014-12-09T18:40:27
1793	7	2014-12-09T18:40:33
1794	7	2014-12-09T18:40:39
1795	7	2014-12-09T18:40:44
1796	1	2014-12-09T18:40:49
1797	7	2014-12-09T18:40:57
1798	7	2014-12-09T18:41:00
1799	7	2014-12-09T18:41:01
1800	5	2014-12-09T18:41:05
1801	7	2014-12-09T18:41:11
1802	7	2014-12-09T18:41:13
1803	7	2014-12-09T18:41:39
1804	7	2014-12-09T18:41:54
1805	7	2014-12-09T18:41:55
1806	7	2014-12-09T18:42:04
1807	0	2014-12-09T18:42:07
1808	7	2014-12-09T18:42:30
1809	1	2014-12-09T18:42:46
1810	7	2014-12-09T18:42:47
1811	0	2014-12-09T18:42:47
1812	5	2014-12-09T18:42:48
1813	1	2014-12-09T18:42:58
1814	7	2014-12-09T18:42:59
1815	0	2014-12-09T18:43:03
1816	7	2014-12-09T18:43:11
1817	7	2014-12-09T18:43:11
1818	1	2014-12-09T18:43:17
1819	1	2014-12-09T18:43:28
1820	5	2014-12-09T18:43:34
1821	1	2014-12-09T18:43:49
1822	7	2014-12-09T18:43:53
1823	7	2014-12-09T18:44:04
1824	7	2014-12-09T18:44:14
1825	3	2014-12-09T18:44:36
1826	0	2014-12-09T18:44:51
1827	7	2014-12-09T18:44:53
1828	7	2014-12-09T18:45:00
1829	7	2014-12-09T18:45:03
1830	1	2014-12-09T18:45:06
1831	1	2014-12-09T18:45:11
1832	2	2014-12-09T18:45:12
1833	7	2014-12-09T18:45:28
1834	7	2014-12-09T18:45:28
1835	7	2014-12-09T18:45:35
1836	5	2014-12-09T18:45:47
1837	5	2014-12-09T18:45:54
1838	7	2014-12-09T18:45:57
1839	7	2014-12-09T18:46:00
1840	7	2014-12-09T18:46:13
1841	1	2014-12-09T18:46:19
1842	7	2014-12-09T18:46:27
1843	7	2014-12-09T18:46:39
1844	7	2014-12-09T18:46:42
1845	7	2014-12-09T18:46:44
1846	7	2014-12-09T18:46:46
1847	3	2014-12-09T18:47:00
1848	7	2014-12-09T18:47:10
1849	7	2014-12-09T18:47:15
1850	7	2014-12-09T18:47:19
1851	7	2014-12-09T18:47:36
1852	7	2014-12-09T18:47:37
1853	1	2014-12-09T18:47:44
1854	7	2014-12-09T18:47:52
1855	1	2014-12-09T18:47:56
1856	7	2014-12-09T18:47:57
1857	7	2014-12-09T18:47:59
1858	7	2014-12-09T18:48:12
1859	4	2014-12-09T18:48:13
1860	7	2014-12-09T18:48:14
1861	7	2014-12-09T18:48:24
1862	7	2014-12-09T18:48:37
1863	7	2014-12-09T18:48:51
1864	3	2014-12-09T18:48:57
1865	1	2014-12-09T18:48:58
1866	7	2014-12-09T18:49:01
1867	7	2014-12-09T18:49:08
1868	5	2014-12-09T18:49:24
1869	1	2014-12-09T18:49:32
1870	7	2014-12-09T18:49:33
1871	7	2014-12-09T18:49:33
1872	7	2014-12-09T18:49:39
1873	7	2014-12-09T18:49:40
1874	7	2014-12-09T18:49:45
1875	1	2014-12-09T18:49:54
1876	7	2014-12-09T18:49:56
1877	2	2014-12-09T18:50:18
1878	3	2014-12-09T18:50:19
1879	7	2014-12-09T18:50:28
1880	7	2014-12-09T18:50:39
1881	7	2014-12-09T18:50:42
1882	1	2014-12-09T18:50:48
1883	7	2014-12-09T18:50:49
1884	3	2014-12-09T18:50:49
1885	7	2014-12-09T18:50:54
1886	7	2014-12-09T18:50:57
1887	7	2014-12-09T18:50:58
1888	7	2014-12-09T18:51:03
1889	7	2014-12-09T18:51:05
1890	1	2014-12-09T18:51:13
1891	5	2014-12-09T18:51:13
1892	7	2014-12-09T18:51:21
1893	0	2014-12-09T18:51:24
1894	7	2014-12-09T19:04:03
1895	7	2014-12-09T18:51:37
1896	1	2014-12-09T18:51:37
1897	7	2014-12-09T18:51:48
1898	7	2014-12-09T18:51:51
1899	1	2014-12-09T18:51:54
1900	7	2014-12-09T18:51:55
1901	4	2014-12-09T18:51:58
1902	2	2014-12-09T18:52:01
1903	7	2014-12-09T18:52:06
1904	7	2014-12-09T18:52:21
1905	0	2014-12-09T18:52:23
1906	7	2014-12-09T18:52:29
1907	2	2014-12-09T18:52:30
1908	7	2014-12-09T18:52:31
1909	7	2014-12-09T18:52:35
1910	5	2014-12-09T18:52:47
1911	5	2014-12-09T18:52:52
1912	1	2014-12-09T18:52:59
1913	1	2014-12-09T18:53:01
1914	7	2014-12-09T18:53:02
1915	7	2014-12-09T18:53:14
1916	7	2014-12-09T18:53:23
1917	7	2014-12-09T18:53:25
1918	7	2014-12-09T18:53:26
1919	7	2014-12-09T18:53:40
1920	7	2014-12-09T18:53:41
1921	3	2014-12-09T18:53:50
1922	7	2014-12-09T18:53:51
1923	2	2014-12-09T18:53:59
1924	7	2014-12-09T18:54:14
1925	4	2014-12-09T18:54:22
1926	0	2014-12-09T18:54:28
1927	7	2014-12-09T18:54:34
1928	7	2014-12-09T18:54:44
1929	4	2014-12-09T18:54:51
1930	7	2014-12-09T18:55:06
1931	7	2014-12-09T18:55:12
1932	7	2014-12-09T18:55:14
1933	7	2014-12-09T18:55:17
1934	1	2014-12-09T18:55:25
1935	7	2014-12-09T18:55:41
1936	7	2014-12-09T18:55:46
1937	0	2014-12-09T18:56:10
1938	2	2014-12-09T18:56:24
1939	7	2014-12-09T18:56:28
1940	7	2014-12-09T18:56:28
1941	7	2014-12-09T18:56:30
1942	4	2014-12-09T18:56:32
1943	7	2014-12-09T18:56:36
1944	2	2014-12-09T18:56:51
1945	7	2014-12-09T18:57:06
1946	5	2014-12-09T18:57:07
1947	7	2014-12-09T18:57:08
1948	7	2014-12-09T18:57:16
1949	7	2014-12-09T18:57:30
1950	4	2014-12-09T18:57:35
1951	7	2014-12-09T18:57:38
1952	2	2014-12-09T18:57:39
1953	4	2014-12-09T18:57:44
1954	7	2014-12-09T18:57:54
1955	2	2014-12-09T18:57:57
1956	7	2014-12-09T18:57:59
1957	7	2014-12-09T18:58:07
1958	7	2014-12-09T18:58:15
1959	7	2014-12-09T18:58:15
1960	7	2014-12-09T18:58:17
1961	1	2014-12-09T18:58:26
1962	5	2014-12-09T18:59:04
1963	5	2014-12-09T18:58:30
1964	7	2014-12-09T18:58:31
1965	7	2014-12-09T18:58:37
1966	7	2014-12-09T18:58:43
1967	1	2014-12-09T18:58:52
1968	3	2014-12-09T18:59:08
1969	7	2014-12-09T18:59:15
1970	4	2014-12-09T18:59:24
1971	7	2014-12-09T18:59:27
1972	7	2014-12-09T18:59:32
1973	7	2014-12-09T18:59:35
1974	7	2014-12-09T18:59:44
1975	0	2014-12-09T18:59:50
1976	0	2014-12-09T18:59:59
1977	7	2014-12-09T19:00:13
1978	7	2014-12-09T19:00:15
1979	0	2014-12-09T19:00:17
1980	7	2014-12-09T19:00:22
1981	0	2014-12-09T19:00:28
1982	3	2014-12-09T19:00:31
1983	7	2014-12-09T19:00:33
1984	7	2014-12-09T19:00:36
1985	7	2014-12-09T19:00:52
1986	2	2014-12-09T19:00:57
1987	7	2014-12-09T19:01:04
1988	7	2014-12-09T19:01:11
1989	4	2014-12-09T19:01:14
1990	7	2014-12-09T19:01:18
1991	7	2014-12-09T19:01:26
1992	7	2014-12-09T19:01:29
1993	7	2014-12-09T19:01:29
1994	0	2014-12-09T19:01:49
1995	5	2014-12-09T19:01:52
1996	6	2014-12-09T19:02:00
1997	7	2014-12-09T19:02:01
1998	7	2014-12-09T19:02:16
1999	7	2014-12-09T19:02:19
2000	7	2014-12-09T19:02:23
2001	7	2014-12-09T19:02:27
2002	7	2014-12-09T19:02:29
2003	7	2014-12-09T19:02:31
2004	3	2014-12-09T19:02:38
2005	1	2014-12-09T19:02:41
2006	7	2014-12-09T19:03:03
2007	7	2014-12-09T19:03:17
2008	7	2014-12-09T19:03:29
2009	4	2014-12-09T19:03:29
2010	4	2014-12-09T19:03:32
2011	0	2014-12-09T19:03:35
2012	5	2014-12-09T19:03:38
2013	7	2014-12-09T19:03:39
2014	7	2014-12-09T19:03:41
2015	7	2014-12-09T19:03:57
2016	0	2014-12-09T19:04:13
2017	7	2014-12-09T19:04:17
2018	7	2014-12-09T19:04:19
2019	0	2014-12-09T19:04:20
2020	7	2014-12-09T19:04:26
2021	7	2014-12-09T19:04:30
2022	7	2014-12-09T19:04:34
2023	2	2014-12-09T19:04:40
2024	7	2014-12-09T19:04:48
2025	1	2014-12-09T19:04:58
2026	7	2014-12-09T19:05:00
2027	7	2014-12-09T19:05:07
2028	0	2014-12-09T19:05:21
2029	1	2014-12-09T19:05:33
2030	2	2014-12-09T19:05:45
2031	7	2014-12-09T19:05:49
2032	7	2014-12-09T19:05:54
2033	7	2014-12-09T19:06:03
2034	7	2014-12-09T19:06:17
2035	7	2014-12-09T19:06:18
2036	7	2014-12-09T19:06:34
2037	7	2014-12-09T19:06:37
2038	7	2014-12-09T19:06:38
2039	6	2014-12-09T19:06:39
2040	7	2014-12-09T19:06:50
2041	4	2014-12-09T19:06:58
2042	3	2014-12-09T19:06:59
2043	7	2014-12-09T19:07:00
2044	7	2014-12-09T19:07:01
2045	5	2014-12-09T19:07:06
2046	7	2014-12-09T19:07:25
2047	7	2014-12-09T19:07:32
2048	1	2014-12-09T19:07:38
2049	7	2014-12-09T19:07:39
2050	7	2014-12-09T19:07:40
2051	7	2014-12-09T19:07:59
2052	1	2014-12-09T19:08:05
2053	7	2014-12-09T19:08:24
2054	5	2014-12-09T19:08:24
2055	7	2014-12-09T19:08:25
2056	7	2014-12-09T19:28:00
2057	7	2014-12-09T19:08:41
2058	7	2014-12-09T19:08:42
2059	7	2014-12-09T19:08:43
2060	7	2014-12-09T19:08:49
2061	7	2014-12-09T19:08:51
2062	7	2014-12-09T19:12:12
2063	7	2014-12-09T19:09:48
2064	0	2014-12-09T19:09:49
2065	7	2014-12-09T19:09:50
2066	7	2014-12-09T19:09:51
2067	7	2014-12-09T19:10:01
2068	7	2014-12-09T19:10:13
2069	5	2014-12-09T19:10:16
2070	7	2014-12-09T19:10:18
2071	2	2014-12-09T19:10:28
2072	0	2014-12-09T19:10:29
2073	7	2014-12-09T19:10:41
2074	7	2014-12-09T19:10:49
2075	0	2014-12-09T19:10:51
2076	7	2014-12-09T19:10:57
2077	1	2014-12-09T19:10:58
2078	7	2014-12-09T19:10:58
2079	7	2014-12-09T19:11:10
2080	7	2014-12-09T19:11:17
2081	7	2014-12-09T19:11:19
2082	7	2014-12-09T19:11:27
2083	7	2014-12-09T19:11:29
2084	7	2014-12-09T19:11:36
2085	7	2014-12-09T19:11:37
2086	7	2014-12-09T19:11:38
2087	7	2014-12-09T19:11:41
2088	7	2014-12-09T19:11:53
2089	7	2014-12-09T19:12:02
2090	7	2014-12-09T19:12:08
2091	7	2014-12-09T19:12:11
2092	7	2014-12-09T19:12:15
2093	7	2014-12-09T19:12:16
2094	7	2014-12-09T19:12:16
2095	5	2014-12-09T19:12:20
2096	0	2014-12-09T19:12:25
2097	7	2014-12-09T19:12:43
2098	1	2014-12-09T19:13:04
2099	4	2014-12-09T19:13:11
2100	7	2014-12-09T19:13:24
2101	7	2014-12-09T19:13:32
2102	5	2014-12-09T19:13:37
2103	2	2014-12-09T19:13:38
2104	7	2014-12-09T19:13:50
2105	7	2014-12-09T19:14:25
2106	1	2014-12-09T19:14:27
2107	7	2014-12-09T19:14:40
2108	7	2014-12-09T19:14:51
2109	7	2014-12-09T19:15:00
2110	2	2014-12-09T19:15:04
2111	7	2014-12-09T19:15:09
2112	1	2014-12-09T19:15:09
2113	7	2014-12-09T19:15:09
2114	7	2014-12-09T19:15:17
2115	7	2014-12-09T19:15:18
2116	0	2014-12-09T19:15:19
2117	3	2014-12-09T19:15:21
2118	7	2014-12-09T19:15:49
2119	7	2014-12-09T19:15:49
2120	7	2014-12-09T19:15:50
2121	7	2014-12-09T19:15:57
2122	7	2014-12-09T19:15:59
2123	1	2014-12-09T19:16:12
2124	7	2014-12-09T19:16:22
2125	7	2014-12-09T19:16:26
2126	5	2014-12-09T19:16:29
2127	4	2014-12-09T19:16:30
2128	7	2014-12-09T19:16:31
2129	7	2014-12-09T19:16:37
2130	4	2014-12-09T19:16:51
2131	1	2014-12-09T19:17:00
2132	5	2014-12-09T19:17:06
2133	7	2014-12-09T19:17:12
2134	4	2014-12-09T19:17:15
2135	7	2014-12-09T19:17:27
2136	7	2014-12-09T19:17:48
2137	7	2014-12-09T19:18:01
2138	7	2014-12-09T19:18:01
2139	7	2014-12-09T19:18:06
2140	7	2014-12-09T19:18:34
2141	7	2014-12-09T19:18:45
2142	7	2014-12-09T19:18:55
2143	7	2014-12-09T19:19:10
2144	7	2014-12-09T19:19:11
2145	7	2014-12-09T19:19:14
2146	7	2014-12-09T19:19:16
2147	5	2014-12-09T19:19:18
2148	3	2014-12-09T19:19:21
2149	7	2014-12-09T19:19:25
2150	7	2014-12-09T19:19:26
2151	7	2014-12-09T19:19:41
2152	7	2014-12-09T19:19:43
2153	7	2014-12-09T19:19:53
2154	7	2014-12-09T19:20:00
2155	7	2014-12-09T19:20:03
2156	3	2014-12-09T19:20:03
2157	7	2014-12-09T19:20:12
2158	0	2014-12-09T19:20:14
2159	7	2014-12-09T19:20:16
2160	7	2014-12-09T19:20:21
2161	4	2014-12-09T19:20:22
2162	0	2014-12-09T19:20:24
2163	3	2014-12-09T19:20:26
2164	5	2014-12-09T19:20:37
2165	1	2014-12-09T19:20:37
2166	5	2014-12-09T19:20:48
2167	5	2014-12-09T19:20:52
2168	1	2014-12-09T19:21:09
2169	4	2014-12-09T19:21:18
2170	7	2014-12-09T19:21:20
2171	0	2014-12-09T19:21:24
2172	7	2014-12-09T19:21:34
2173	7	2014-12-09T19:21:36
2174	0	2014-12-09T19:21:55
2175	1	2014-12-09T19:22:02
2176	5	2014-12-09T19:22:19
2177	0	2014-12-09T19:22:34
2178	7	2014-12-09T19:22:35
2179	1	2014-12-09T19:23:06
2180	1	2014-12-09T19:24:09
2181	1	2014-12-09T19:24:16
2182	3	2014-12-09T19:24:17
2183	2	2014-12-09T19:24:25
2184	0	2014-12-09T19:24:31
2185	1	2014-12-09T19:24:35
2186	6	2014-12-09T19:24:38
2187	7	2014-12-09T19:24:58
2188	2	2014-12-09T19:25:15
2189	7	2014-12-09T19:25:19
2190	2	2014-12-09T19:25:19
2191	7	2014-12-09T19:26:01
2192	7	2014-12-09T19:26:01
2193	4	2014-12-09T19:26:23
2194	5	2014-12-09T19:26:24
2195	1	2014-12-09T19:26:31
2196	7	2014-12-09T19:26:32
2197	7	2014-12-09T19:26:33
2198	1	2014-12-09T19:26:35
2199	6	2014-12-09T19:26:35
2200	7	2014-12-09T19:26:40
2201	0	2014-12-09T19:26:44
2202	7	2014-12-09T19:26:53
2203	4	2014-12-09T19:27:00
2204	4	2014-12-09T19:27:08
2205	7	2014-12-09T19:27:17
2206	7	2014-12-09T19:27:28
2207	2	2014-12-09T19:27:37
2208	4	2014-12-09T19:27:44
2209	7	2014-12-09T19:27:51
2210	7	2014-12-09T19:28:02
2211	7	2014-12-09T19:28:19
2212	0	2014-12-09T19:28:25
2213	1	2014-12-09T19:28:36
2214	7	2014-12-09T19:28:41
2215	7	2014-12-09T19:28:42
2216	1	2014-12-09T19:28:50
2217	1	2014-12-09T19:28:54
2218	7	2014-12-09T19:28:57
2219	7	2014-12-09T19:28:58
2220	7	2014-12-09T19:28:59
2221	7	2014-12-09T19:29:02
2222	7	2014-12-09T19:29:05
2223	7	2014-12-09T19:29:22
2224	7	2014-12-09T19:29:25
2225	7	2014-12-09T19:29:44
2226	7	2014-12-09T19:29:46
2227	7	2014-12-09T19:29:52
2228	1	2014-12-09T19:29:58
2229	0	2014-12-09T19:30:04
2230	0	2014-12-09T19:30:08
2231	5	2014-12-09T19:30:26
2232	0	2014-12-09T19:30:40
2233	7	2014-12-09T19:30:48
2234	7	2014-12-09T19:30:50
2235	1	2014-12-09T19:35:45
2236	2	2014-12-09T19:31:16
2237	7	2014-12-09T19:31:28
2238	7	2014-12-09T19:31:32
2239	3	2014-12-09T19:31:39
2240	6	2014-12-09T19:31:40
2241	0	2014-12-09T19:31:50
2242	7	2014-12-09T19:32:09
2243	2	2014-12-09T19:32:12
2244	7	2014-12-09T19:32:41
2245	7	2014-12-09T19:32:18
2246	0	2014-12-09T19:32:55
2247	7	2014-12-09T19:32:57
2248	7	2014-12-09T19:32:58
2249	7	2014-12-09T19:32:59
2250	7	2014-12-09T19:33:18
2251	7	2014-12-09T19:33:22
2252	7	2014-12-09T19:33:23
2253	7	2014-12-09T19:33:24
2254	7	2014-12-09T19:33:24
2255	1	2014-12-09T19:33:44
2256	7	2014-12-09T19:33:50
2257	7	2014-12-09T19:33:55
2258	7	2014-12-09T19:34:16
2259	7	2014-12-09T19:34:18
2260	7	2014-12-09T19:34:20
2261	2	2014-12-09T19:34:21
2262	7	2014-12-09T19:34:25
2263	7	2014-12-09T19:34:28
2264	7	2014-12-09T19:34:35
2265	7	2014-12-09T19:34:42
2266	7	2014-12-09T19:34:55
2267	3	2014-12-09T19:35:12
2268	7	2014-12-09T19:35:15
2269	2	2014-12-09T19:35:37
2270	7	2014-12-09T19:35:52
2271	7	2014-12-09T19:36:02
2272	7	2014-12-09T19:36:25
2273	1	2014-12-09T19:36:49
2274	7	2014-12-09T19:36:49
2275	7	2014-12-09T19:36:53
2276	7	2014-12-09T19:36:55
2277	4	2014-12-09T19:37:14
2278	7	2014-12-09T19:37:16
2279	7	2014-12-09T19:37:20
2280	7	2014-12-09T19:37:20
2281	4	2014-12-09T19:37:24
2282	3	2014-12-09T19:37:26
2283	7	2014-12-09T19:37:27
2284	1	2014-12-09T19:37:29
2285	7	2014-12-09T19:37:31
2286	7	2014-12-09T19:37:38
2287	6	2014-12-09T19:37:41
2288	0	2014-12-09T19:37:42
2289	7	2014-12-09T19:38:02
2290	4	2014-12-09T19:38:06
2291	7	2014-12-09T19:38:07
2292	7	2014-12-09T19:38:13
2293	7	2014-12-09T19:38:15
2294	2	2014-12-09T19:38:32
2295	7	2014-12-09T19:38:35
2296	7	2014-12-09T19:38:57
2297	7	2014-12-09T19:39:12
2298	7	2014-12-09T19:39:27
2299	0	2014-12-09T19:39:30
2300	7	2014-12-09T19:39:30
2301	7	2014-12-09T19:40:06
2302	1	2014-12-09T19:40:06
2303	7	2014-12-09T19:40:15
2304	0	2014-12-09T19:40:16
2305	7	2014-12-09T19:40:42
2306	1	2014-12-09T19:40:45
2307	5	2014-12-09T19:40:53
2308	7	2014-12-09T19:41:00
2309	7	2014-12-09T19:41:10
2310	0	2014-12-09T19:41:34
2311	7	2014-12-09T19:41:41
2312	5	2014-12-09T19:41:45
2313	2	2014-12-09T19:41:58
2314	7	2014-12-09T19:41:58
2315	7	2014-12-09T19:42:07
2316	7	2014-12-09T19:42:21
2317	7	2014-12-09T19:42:22
2318	7	2014-12-09T19:42:26
2319	7	2014-12-09T19:42:27
2320	7	2014-12-09T19:42:29
2321	7	2014-12-09T19:42:32
2322	0	2014-12-09T19:42:40
2323	7	2014-12-09T19:42:46
2324	7	2014-12-09T19:42:47
2325	7	2014-12-09T19:42:56
2326	1	2014-12-09T19:43:25
2327	7	2014-12-09T19:43:40
2328	7	2014-12-09T19:43:50
2329	7	2014-12-09T19:44:07
2330	7	2014-12-09T19:44:10
2331	7	2014-12-09T19:44:15
2332	4	2014-12-09T19:44:17
2333	7	2014-12-09T19:44:20
2334	7	2014-12-09T19:44:21
2335	5	2014-12-09T19:44:28
2336	7	2014-12-09T19:44:30
2337	7	2014-12-09T19:44:39
2338	1	2014-12-09T19:44:51
2339	7	2014-12-09T19:45:04
2340	7	2014-12-09T19:45:10
2341	7	2014-12-09T19:45:29
2342	7	2014-12-09T19:45:16
2343	7	2014-12-09T19:45:20
2344	1	2014-12-09T19:45:29
2345	7	2014-12-09T19:45:32
2346	5	2014-12-09T19:45:33
2347	7	2014-12-09T19:45:34
2348	7	2014-12-09T19:45:42
2349	7	2014-12-09T19:45:46
2350	7	2014-12-09T20:05:45
2351	7	2014-12-09T19:46:17
2352	7	2014-12-09T19:46:22
2353	2	2014-12-09T19:46:25
2354	7	2014-12-09T19:46:28
2355	0	2014-12-09T19:46:28
2356	2	2014-12-09T19:46:35
2357	0	2014-12-09T19:46:37
2358	7	2014-12-09T19:46:47
2359	7	2014-12-09T19:46:55
2360	1	2014-12-09T19:47:07
2361	7	2014-12-09T19:47:09
2362	7	2014-12-09T19:47:32
2363	7	2014-12-09T19:48:00
2364	7	2014-12-09T19:48:02
2365	7	2014-12-09T19:48:06
2366	7	2014-12-09T19:48:12
2367	7	2014-12-09T19:48:21
2368	7	2014-12-09T19:48:25
2369	7	2014-12-09T19:48:29
2370	7	2014-12-09T19:48:31
2371	7	2014-12-09T19:48:33
2372	4	2014-12-09T19:48:34
2373	7	2014-12-09T19:49:11
2374	7	2014-12-09T19:49:13
2375	2	2014-12-09T19:49:24
2376	0	2014-12-09T19:49:44
2377	7	2014-12-09T19:49:48
2378	7	2014-12-09T19:49:50
2379	7	2014-12-09T19:49:53
2380	7	2014-12-09T19:49:58
2381	1	2014-12-09T19:49:59
2382	0	2014-12-09T19:50:12
2383	7	2014-12-09T19:50:12
2384	7	2014-12-09T19:50:22
