ntwort ID	Datum Abgeschickt	Letzte Seite	Datum gestartet
1080	2014-01-03T22:31:51	6	2014-01-03T22:20:54
1081		1	2014-01-03T22:29:29
1082		0	2014-01-03T23:17:05
1083		1	2014-01-03T23:34:48
1084	2014-01-04T00:57:07	6	2014-01-04T00:37:20
1085	2014-01-04T01:31:41	6	2014-01-04T01:01:58
1086	2014-01-04T01:26:36	6	2014-01-04T01:16:43
1087	2014-01-04T01:30:21	6	2014-01-04T01:23:17
1088	2014-01-04T02:09:22	6	2014-01-04T01:46:05
1089	2014-01-04T02:30:36	6	2014-01-04T02:12:47
1090		0	2014-01-04T02:33:09
1091	2014-01-04T03:09:19	6	2014-01-04T02:56:47
1092	2014-01-04T04:35:51	6	2014-01-04T04:24:08
1093	2014-01-04T06:23:58	6	2014-01-04T06:14:10
1094		0	2014-01-04T07:18:43
1095		0	2014-01-04T07:19:31
1096		0	2014-01-04T07:19:48
1097	2014-01-04T07:44:23	6	2014-01-04T07:20:24
1098	2014-01-04T09:09:13	6	2014-01-04T08:58:01
1099	2014-01-04T09:59:36	6	2014-01-04T09:45:45
1100	2014-01-04T11:10:05	6	2014-01-04T10:33:35
1101	2014-01-04T10:50:50	6	2014-01-04T10:37:17
1102	2014-01-04T12:51:43	6	2014-01-04T12:24:29
1103		3	2014-01-04T12:28:10
1104	2014-01-04T16:17:48	6	2014-01-04T12:44:40
1105	2014-01-04T12:59:00	6	2014-01-04T12:46:18
1106	2014-01-04T13:05:34	6	2014-01-04T12:54:48
1107	2014-01-04T17:12:55	6	2014-01-04T14:34:31
1108	2014-01-04T15:17:41	6	2014-01-04T14:50:59
1109	2014-01-04T15:22:03	6	2014-01-04T15:05:40
1111	2014-01-04T15:31:36	6	2014-01-04T15:27:22
1112	2014-01-04T16:18:40	6	2014-01-04T16:07:37
1113	2014-01-04T16:35:13	6	2014-01-04T16:17:54
1114	2014-01-04T17:09:02	6	2014-01-04T16:49:46
1115	2014-01-04T18:43:02	6	2014-01-04T17:48:08
1116		5	2014-01-04T17:56:44
1117		1	2014-01-04T18:07:19
1118	2014-01-04T18:33:11	6	2014-01-04T18:18:55
1119		2	2014-01-04T18:25:05
1120	2014-01-04T18:49:32	6	2014-01-04T18:40:20
1121		1	2014-01-04T19:13:06
1122		2	2014-01-04T19:19:22
1123	2014-01-04T19:39:00	6	2014-01-04T19:24:09
1124	2014-01-04T20:04:22	6	2014-01-04T19:45:10
1125	2014-01-04T19:58:28	6	2014-01-04T19:47:16
1126	2014-01-04T20:09:20	6	2014-01-04T19:54:09
1127		0	2014-01-04T19:59:43
1128		0	2014-01-04T19:59:45
1129		0	2014-01-04T19:59:48
1130	2014-01-04T20:19:47	6	2014-01-04T19:59:48
1131	2014-01-04T20:16:51	6	2014-01-04T19:59:49
1265	2014-01-04T20:25:26	6	2014-01-04T20:13:36
1133	2014-01-04T20:29:55	6	2014-01-04T19:59:50
1134		2	2014-01-04T19:59:50
1135		0	2014-01-04T19:59:53
1136		1	2014-01-04T19:59:53
1137		0	2014-01-04T19:59:53
1138	2014-01-04T20:15:58	6	2014-01-04T19:59:53
1139	2014-01-04T20:08:00	6	2014-01-04T19:59:56
1140	2014-01-04T20:12:09	6	2014-01-04T19:59:56
1141		0	2014-01-04T19:59:57
1142		0	2014-01-04T19:59:59
1143		0	2014-01-04T19:59:59
1145	2014-01-04T20:32:55	6	2014-01-04T20:00:00
1146	2014-01-04T20:13:55	6	2014-01-04T20:00:00
1147	2014-01-04T20:18:40	6	2014-01-04T20:00:01
1148	2014-01-04T20:07:42	6	2014-01-04T20:00:04
1149	2014-01-04T20:12:43	6	2014-01-04T20:00:04
1150	2014-01-04T20:08:49	6	2014-01-04T20:00:04
1151		1	2014-01-04T20:00:05
1152		5	2014-01-04T20:00:06
1153		4	2014-01-04T20:00:07
1154	2014-01-04T20:11:06	6	2014-01-04T20:00:09
1155	2014-01-04T20:13:46	6	2014-01-04T20:00:09
1156	2014-01-04T20:03:03	6	2014-01-04T20:00:09
1157	2014-01-04T20:21:49	6	2014-01-04T20:00:10
1158	2014-01-04T20:14:07	6	2014-01-04T20:00:10
1159		1	2014-01-04T20:00:11
1160	2014-01-04T20:19:19	6	2014-01-04T20:00:14
1161	2014-01-04T20:12:17	6	2014-01-04T20:00:14
1162	2014-01-04T20:10:19	6	2014-01-04T20:00:15
1163		0	2014-01-04T20:00:15
1164	2014-01-04T20:09:31	6	2014-01-04T20:00:17
1165	2014-01-04T20:31:24	6	2014-01-04T20:00:19
1166		1	2014-01-04T20:00:19
1167		1	2014-01-04T20:00:20
1168	2014-01-04T20:14:19	6	2014-01-04T20:00:20
1169	2014-01-04T20:16:43	6	2014-01-04T20:00:20
1170	2014-01-04T20:09:03	6	2014-01-04T20:00:22
1171	2014-01-04T20:17:43	6	2014-01-04T20:00:24
1172	2014-01-04T20:05:00	6	2014-01-04T20:00:25
1173	2014-01-04T20:21:38	6	2014-01-04T20:00:30
1174	2014-01-04T20:16:56	6	2014-01-04T20:00:31
1175		0	2014-01-04T20:00:33
1176	2014-01-04T20:16:40	6	2014-01-04T20:00:35
1177	2014-01-04T20:15:35	6	2014-01-04T20:00:37
1178		5	2014-01-04T20:00:37
1179	2014-01-04T20:12:25	6	2014-01-04T20:00:37
1180	2014-01-04T20:16:58	6	2014-01-04T20:00:39
1181	2014-01-04T20:09:34	6	2014-01-04T20:00:40
1182	2014-01-04T20:08:41	6	2014-01-04T20:00:47
1183	2014-01-04T20:23:23	6	2014-01-04T20:00:50
1184	2014-01-04T20:12:38	6	2014-01-04T20:00:50
1185	2014-01-04T20:12:26	6	2014-01-04T20:00:51
1186	2014-01-04T20:30:48	6	2014-01-04T20:00:52
1187	2014-01-04T20:09:46	6	2014-01-04T20:00:52
1188		1	2014-01-04T20:00:53
1189	2014-01-04T20:12:50	6	2014-01-04T20:00:55
1221	2014-01-04T20:12:59	6	2014-01-04T20:02:06
1191	2014-01-04T20:19:24	6	2014-01-04T20:00:57
1192	2014-01-04T20:08:42	6	2014-01-04T20:01:01
1193	2014-01-04T20:15:30	6	2014-01-04T20:01:02
1194		5	2014-01-04T20:01:03
1195		0	2014-01-04T20:01:04
1196	2014-01-04T20:12:41	6	2014-01-04T20:01:07
1197	2014-01-04T20:21:09	6	2014-01-04T20:01:08
1198	2014-01-04T20:10:53	6	2014-01-04T20:01:09
1199	2014-01-04T20:18:49	6	2014-01-04T20:01:11
1200	2014-01-04T20:12:27	6	2014-01-04T20:01:14
1201	2014-01-04T20:13:03	6	2014-01-04T20:01:14
1202	2014-01-04T20:14:51	6	2014-01-04T20:01:21
1203		5	2014-01-04T20:01:25
1204		1	2014-01-04T20:01:26
1205	2014-01-04T20:12:08	6	2014-01-04T20:01:27
1206	2014-01-04T20:21:22	6	2014-01-04T20:01:27
1207	2014-01-04T20:10:22	6	2014-01-04T20:01:30
1208	2014-01-04T20:13:36	6	2014-01-04T20:01:31
1209	2014-01-04T20:13:08	6	2014-01-04T20:01:32
1210	2014-01-04T20:12:51	6	2014-01-04T20:01:33
1211		4	2014-01-04T20:01:33
1212	2014-01-04T20:52:03	6	2014-01-04T20:01:34
1213	2014-01-04T20:17:21	6	2014-01-04T20:01:41
1214	2014-01-04T20:19:57	6	2014-01-04T20:01:46
1215	2014-01-04T20:22:43	6	2014-01-04T20:01:48
1216	2014-01-04T20:53:01	6	2014-01-04T20:01:48
1217	2014-01-04T20:24:44	6	2014-01-04T20:01:58
1218	2014-01-04T20:15:25	6	2014-01-04T20:02:01
1219	2014-01-04T20:20:03	6	2014-01-04T20:02:02
1220	2014-01-04T20:21:13	6	2014-01-04T20:02:04
1222	2014-01-04T20:13:44	6	2014-01-04T20:02:17
1223	2014-01-04T20:28:31	6	2014-01-04T20:02:32
1224	2014-01-04T20:20:32	6	2014-01-04T20:02:41
1225		0	2014-01-04T20:02:55
1226		0	2014-01-04T20:03:08
1227		2	2014-01-04T20:03:23
1228	2014-01-04T20:14:54	6	2014-01-04T20:03:24
1229		1	2014-01-04T20:03:25
1230	2014-01-04T20:23:18	6	2014-01-04T20:03:29
1231		2	2014-01-04T20:03:30
1232	2014-01-04T20:13:34	6	2014-01-04T20:03:42
1233		0	2014-01-04T20:03:43
1234		0	2014-01-04T20:03:57
1235		0	2014-01-04T20:04:04
1236		0	2014-01-04T20:04:07
1237	2014-01-04T20:15:38	6	2014-01-04T20:04:11
1238	2014-01-04T20:13:37	6	2014-01-04T20:04:15
1239		0	2014-01-04T20:04:18
1240	2014-01-04T20:22:05	6	2014-01-04T20:04:24
1241	2014-01-04T20:33:37	6	2014-01-04T20:04:31
1242		0	2014-01-04T20:04:32
1243	2014-01-04T20:16:11	6	2014-01-04T20:04:55
1244	2014-01-04T20:41:14	6	2014-01-04T20:05:08
1245	2014-01-04T20:16:35	6	2014-01-04T20:05:09
1246	2014-01-04T20:11:13	6	2014-01-04T20:05:13
1247	2014-01-04T20:16:15	6	2014-01-04T20:05:49
1248		2	2014-01-04T20:06:03
1249	2014-01-04T20:20:52	6	2014-01-04T20:06:20
1250	2014-01-04T20:17:26	6	2014-01-04T20:06:22
1251	2014-01-04T20:27:21	6	2014-01-04T20:06:42
1252	2014-01-04T20:26:41	6	2014-01-04T20:07:26
1253	2014-01-04T20:28:13	6	2014-01-04T20:07:39
1254	2014-01-04T20:41:42	6	2014-01-04T20:07:41
1255	2014-01-04T20:18:00	6	2014-01-04T20:07:43
1256	2014-01-04T20:30:32	6	2014-01-04T20:07:58
1257	2014-01-04T20:18:59	6	2014-01-04T20:09:22
1258		0	2014-01-04T20:09:25
1259		1	2014-01-04T20:10:23
1260		5	2014-01-04T20:10:29
1261	2014-01-04T20:36:56	6	2014-01-04T20:12:14
1262	2014-01-04T20:22:36	6	2014-01-04T20:12:21
1263	2014-01-04T20:28:58	6	2014-01-04T20:12:39
1264		4	2014-01-04T20:12:51
1266		2	2014-01-04T20:14:37
1267		0	2014-01-04T20:15:39
1268		1	2014-01-04T20:15:56
1269	2014-01-04T20:24:46	6	2014-01-04T20:16:40
1272	2014-01-04T20:29:58	6	2014-01-04T20:18:34
1273	2014-01-04T20:30:28	6	2014-01-04T20:19:38
1274	2014-01-04T20:38:01	6	2014-01-04T20:20:31
1275		5	2014-01-04T20:20:36
1276	2014-01-04T20:30:30	6	2014-01-04T20:21:02
1277	2014-01-04T20:48:57	6	2014-01-04T20:21:37
1278	2014-01-04T20:36:42	6	2014-01-04T20:23:05
1279		1	2014-01-04T20:23:14
1280	2014-01-04T20:33:49	6	2014-01-04T20:23:31
1281	2014-01-04T20:56:15	6	2014-01-04T20:24:07
1282	2014-01-04T20:34:26	6	2014-01-04T20:24:58
1286	2014-01-04T20:42:12	6	2014-01-04T20:28:36
1284	2014-01-04T20:42:15	6	2014-01-04T20:26:35
1285	2014-01-04T20:41:08	6	2014-01-04T20:26:56
1287	2014-01-04T20:36:11	6	2014-01-04T20:29:14
1288	2014-01-04T20:48:10	6	2014-01-04T20:30:23
1289	2014-01-04T20:43:46	6	2014-01-04T20:32:10
1290	2014-01-04T20:42:07	6	2014-01-04T20:32:49
1310	2014-01-04T21:06:10	6	2014-01-04T20:54:20
1292		1	2014-01-04T20:36:10
1293	2014-01-04T20:55:54	6	2014-01-04T20:37:39
1294	2014-01-04T21:04:54	6	2014-01-04T20:37:59
1295	2014-01-04T20:46:26	6	2014-01-04T20:38:57
1296	2014-01-04T20:56:20	6	2014-01-04T20:40:22
1297		0	2014-01-04T20:41:30
1298	2014-01-04T20:49:16	6	2014-01-04T20:42:07
1299	2014-01-04T20:51:44	6	2014-01-04T20:43:09
1300	2014-01-04T20:54:07	6	2014-01-04T20:43:24
1301	2014-01-04T20:53:45	6	2014-01-04T20:44:16
1302	2014-01-04T20:57:45	6	2014-01-04T20:45:12
1303	2014-01-04T21:09:07	6	2014-01-04T20:48:25
1304		0	2014-01-04T20:48:27
1305	2014-01-04T21:01:00	6	2014-01-04T20:50:28
1306	2014-01-04T21:04:24	6	2014-01-04T20:51:35
1309	2014-01-04T21:09:12	6	2014-01-04T20:53:29
1307	2014-01-04T21:05:31	6	2014-01-04T20:51:56
1308	2014-01-04T21:03:58	6	2014-01-04T20:51:57
1311	2014-01-04T21:09:19	6	2014-01-04T20:56:15
1312	2014-01-04T21:12:39	6	2014-01-04T20:58:34
1313	2014-01-04T21:10:35	6	2014-01-04T20:59:18
1314		0	2014-01-04T20:59:21
1315	2014-01-04T21:11:09	6	2014-01-04T21:00:00
1316	2014-01-04T21:06:54	6	2014-01-04T21:01:26
1317		1	2014-01-04T21:02:37
1318	2014-01-04T22:03:12	6	2014-01-04T21:02:44
1319	2014-01-04T21:18:55	6	2014-01-04T21:05:56
1320		4	2014-01-04T21:09:46
1321		1	2014-01-04T21:10:48
1322	2014-01-04T21:23:59	6	2014-01-04T21:11:08
1323	2014-01-04T21:23:27	6	2014-01-04T21:15:22
1324		1	2014-01-04T21:16:04
1325	2014-01-04T21:29:52	6	2014-01-04T21:16:09
1326	2014-01-04T21:38:50	6	2014-01-04T21:16:11
1327		2	2014-01-04T21:16:18
1328	2014-01-04T21:28:27	6	2014-01-04T21:18:47
1329		1	2014-01-04T21:18:55
1330	2014-01-04T21:23:35	6	2014-01-04T21:19:30
1331	2014-01-04T21:37:36	6	2014-01-04T21:21:33
1332		1	2014-01-04T21:22:51
1333	2014-01-04T21:37:35	6	2014-01-04T21:23:13
1334	2014-01-04T21:26:56	6	2014-01-04T21:23:27
1335		1	2014-01-04T21:26:03
1336	2014-01-04T21:47:26	6	2014-01-04T21:26:12
1337		1	2014-01-04T21:26:43
1338		0	2014-01-04T21:27:27
1339		1	2014-01-04T21:29:01
1340	2014-01-04T21:49:47	6	2014-01-04T21:29:33
1347	2014-01-04T21:46:14	6	2014-01-04T21:33:46
1342		1	2014-01-04T21:29:54
1343	2014-01-04T22:08:09	6	2014-01-04T21:30:23
1344	2014-01-04T21:45:00	6	2014-01-04T21:30:55
1345	2014-01-04T21:46:06	6	2014-01-04T21:31:13
1346	2014-01-04T21:55:25	6	2014-01-04T21:32:10
1348	2014-01-04T21:44:33	6	2014-01-04T21:33:51
1349	2014-01-04T21:43:04	6	2014-01-04T21:35:02
1350		1	2014-01-04T21:36:25
1351	2014-01-04T21:46:47	6	2014-01-04T21:36:30
1353	2014-01-04T21:55:45	6	2014-01-04T21:39:21
1354	2014-01-04T21:50:00	6	2014-01-04T21:39:22
1355		0	2014-01-04T21:39:32
1356	2014-01-04T21:50:16	6	2014-01-04T21:39:49
1357	2014-01-04T21:53:25	6	2014-01-04T21:41:07
1358	2014-01-04T21:51:57	6	2014-01-04T21:42:15
1359		1	2014-01-04T21:42:36
1360	2014-01-04T21:58:08	6	2014-01-04T21:43:48
1361	2014-01-04T21:56:47	6	2014-01-04T21:45:48
1362	2014-01-04T22:06:04	6	2014-01-04T21:49:55
1363		2	2014-01-04T21:50:45
1364	2014-01-04T22:01:45	6	2014-01-04T21:51:57
1365	2014-01-04T22:12:14	6	2014-01-04T21:57:42
1366	2014-01-04T22:04:02	6	2014-01-04T21:58:27
1367		0	2014-01-04T21:58:46
1368		1	2014-01-04T22:00:37
1369		1	2014-01-04T22:04:54
1370	2014-01-04T22:16:12	6	2014-01-04T22:07:59
1371		0	2014-01-04T22:08:34
1372	2014-01-04T22:26:21	6	2014-01-04T22:09:23
1373	2014-01-04T22:30:40	6	2014-01-04T22:10:39
1374	2014-01-04T22:21:10	6	2014-01-04T22:11:26
1375	2014-01-04T22:29:22	6	2014-01-04T22:12:58
1376	2014-01-04T22:33:01	6	2014-01-04T22:13:37
1377	2014-01-04T22:31:33	6	2014-01-04T22:15:54
1378	2014-01-04T22:29:18	6	2014-01-04T22:21:34
1379	2014-01-04T22:27:53	6	2014-01-04T22:21:53
1380	2014-01-04T22:48:13	6	2014-01-04T22:25:20
1381	2014-01-04T22:37:35	6	2014-01-04T22:26:45
1382	2014-01-04T22:38:21	6	2014-01-04T22:26:47
1383	2014-01-04T22:39:37	6	2014-01-04T22:28:05
1384	2014-01-04T22:41:55	6	2014-01-04T22:30:20
1385		2	2014-01-04T22:34:20
1386	2014-01-04T22:55:31	6	2014-01-04T22:37:46
1387	2014-01-04T22:54:04	6	2014-01-04T22:39:00
1388		5	2014-01-04T22:43:03
1389	2014-01-04T23:00:19	6	2014-01-04T22:45:37
1390		1	2014-01-04T22:47:14
1391		2	2014-01-04T22:48:13
1392	2014-01-04T23:29:41	6	2014-01-04T22:49:46
1393	2014-01-04T23:10:39	6	2014-01-04T22:50:31
1394	2014-01-04T23:08:21	6	2014-01-04T22:51:20
1395	2014-01-04T23:02:12	6	2014-01-04T22:56:18
1396	2014-01-04T23:07:45	6	2014-01-04T22:57:22
1397	2014-01-04T23:09:01	6	2014-01-04T22:59:16
1398	2014-01-04T23:11:29	6	2014-01-04T22:59:25
1399	2014-01-04T23:28:05	6	2014-01-04T23:01:57
1400	2014-01-04T23:21:22	6	2014-01-04T23:02:09
1401	2014-01-04T23:12:01	6	2014-01-04T23:04:38
1402		0	2014-01-04T23:05:02
1403		0	2014-01-04T23:05:11
1404	2014-01-04T23:16:23	6	2014-01-04T23:06:26
1405	2014-01-04T23:18:36	6	2014-01-04T23:07:08
1406	2014-01-04T23:26:05	6	2014-01-04T23:07:10
1407	2014-01-04T23:34:52	6	2014-01-04T23:08:21
1408		0	2014-01-04T23:08:29
1409		2	2014-01-04T23:10:11
1410		1	2014-01-04T23:13:27
1411	2014-01-04T23:22:53	6	2014-01-04T23:13:35
1412	2014-01-04T23:35:13	6	2014-01-04T23:18:04
1413	2014-01-04T23:28:23	6	2014-01-04T23:20:14
1414		0	2014-01-04T23:22:22
1415	2014-01-04T23:41:31	6	2014-01-04T23:25:36
1416	2014-01-04T23:44:52	6	2014-01-04T23:29:20
1417	2014-01-04T23:44:50	6	2014-01-04T23:29:34
1418	2014-01-04T23:41:40	6	2014-01-04T23:29:45
1419	2014-01-04T23:49:44	6	2014-01-04T23:38:19
1420	2014-01-04T23:48:07	6	2014-01-04T23:38:50
1421	2014-01-05T00:04:09	6	2014-01-04T23:39:37
1422		3	2014-01-04T23:48:13
1423		0	2014-01-04T23:49:42
1424	2014-01-05T00:16:26	6	2014-01-04T23:57:18
1425		2	2014-01-04T23:59:31
1426		0	2014-01-05T00:00:11
1427		1	2014-01-05T00:00:55
1428		0	2014-01-05T00:01:56
1429	2014-01-05T00:15:39	6	2014-01-05T00:05:21
1430	2014-01-05T00:28:32	6	2014-01-05T00:13:29
1431	2014-01-05T00:38:34	6	2014-01-05T00:14:40
1432	2014-01-05T00:27:02	6	2014-01-05T00:15:37
1433	2014-01-05T00:41:02	6	2014-01-05T00:19:45
1434	2014-01-05T00:30:25	6	2014-01-05T00:19:55
1435	2014-01-05T00:35:45	6	2014-01-05T00:22:52
1436	2014-01-05T00:38:31	6	2014-01-05T00:26:57
1437		1	2014-01-05T00:26:58
1438	2014-01-05T00:44:06	6	2014-01-05T00:29:51
1439	2014-01-05T01:03:26	6	2014-01-05T00:33:49
1440	2014-01-05T00:46:26	6	2014-01-05T00:33:59
1441	2014-01-05T00:42:42	6	2014-01-05T00:34:15
1442	2014-01-05T00:51:43	6	2014-01-05T00:35:48
1443		1	2014-01-05T00:46:23
1444	2014-01-05T01:11:11	6	2014-01-05T00:58:53
1445	2014-01-05T01:11:29	6	2014-01-05T00:58:58
1446	2014-01-05T01:14:08	6	2014-01-05T01:04:57
1447	2014-01-05T01:20:34	6	2014-01-05T01:05:40
1448		0	2014-01-05T01:05:54
1449	2014-01-05T01:27:39	6	2014-01-05T01:18:52
1450	2014-01-05T01:38:45	6	2014-01-05T01:22:32
1451	2014-01-05T01:34:40	6	2014-01-05T01:23:53
1452		1	2014-01-05T01:25:57
1453		2	2014-01-05T01:26:06
1454		1	2014-01-05T01:28:13
1455	2014-01-05T01:53:40	6	2014-01-05T01:33:32
1456	2014-01-05T01:59:24	6	2014-01-05T01:51:35
1457	2014-01-05T02:03:17	6	2014-01-05T01:54:33
1458	2014-01-05T02:10:09	6	2014-01-05T01:57:08
1459		0	2014-01-05T02:14:51
1460	2014-01-05T02:39:30	6	2014-01-05T02:27:04
1461	2014-01-05T02:49:08	6	2014-01-05T02:30:51
1462	2014-01-05T02:50:56	6	2014-01-05T02:33:39
1463	2014-01-05T02:55:41	6	2014-01-05T02:33:48
1464	2014-01-05T02:47:58	6	2014-01-05T02:35:39
1465	2014-01-05T02:53:08	6	2014-01-05T02:38:15
1466	2014-01-05T02:56:05	6	2014-01-05T02:38:54
1467	2014-01-05T02:56:12	6	2014-01-05T02:46:09
1468	2014-01-05T03:05:24	6	2014-01-05T02:50:52
1469	2014-01-05T03:14:50	6	2014-01-05T02:51:22
1470	2014-01-05T03:24:44	6	2014-01-05T03:05:04
1471	2014-01-05T03:46:51	6	2014-01-05T03:27:58
1472	2014-01-05T03:41:44	6	2014-01-05T03:29:12
1473		2	2014-01-05T03:34:33
1474	2014-01-05T03:57:26	6	2014-01-05T03:37:10
1475	2014-01-05T03:49:40	6	2014-01-05T03:37:16
1476	2014-01-05T04:19:39	6	2014-01-05T04:06:47
1477	2014-01-05T04:37:47	6	2014-01-05T04:22:06
1478	2014-01-05T04:46:16	6	2014-01-05T04:26:08
1479	2014-01-05T04:40:54	6	2014-01-05T04:28:12
1480	2014-01-05T05:02:40	6	2014-01-05T04:47:11
1481	2014-01-05T05:18:16	6	2014-01-05T05:08:48
1482	2014-01-05T05:24:44	6	2014-01-05T05:12:58
1483	2014-01-05T05:29:12	6	2014-01-05T05:19:32
1484	2014-01-05T05:51:05	6	2014-01-05T05:37:28
1485	2014-01-05T06:04:58	6	2014-01-05T05:54:50
1486	2014-01-05T06:58:33	6	2014-01-05T06:41:56
1487	2014-01-05T07:01:16	6	2014-01-05T06:50:00
1488		1	2014-01-05T06:58:23
1489	2014-01-05T07:18:11	6	2014-01-05T07:00:13
1490	2014-01-05T07:27:17	6	2014-01-05T07:11:03
1491	2014-01-05T07:55:24	6	2014-01-05T07:15:30
1492	2014-01-05T07:48:32	6	2014-01-05T07:20:33
1493	2014-01-05T07:39:26	6	2014-01-05T07:25:52
1494	2014-01-05T07:45:18	6	2014-01-05T07:29:42
1495	2014-01-05T07:48:51	6	2014-01-05T07:31:47
1496		4	2014-01-05T07:34:10
1497	2014-01-05T08:08:31	6	2014-01-05T07:53:15
1498		3	2014-01-05T08:00:45
1499	2014-01-05T08:43:34	6	2014-01-05T08:20:18
1500	2014-01-05T08:36:45	6	2014-01-05T08:27:49
1501	2014-01-05T08:47:58	6	2014-01-05T08:33:35
1502	2014-01-05T08:54:14	6	2014-01-05T08:40:41
1503	2014-01-05T08:57:26	6	2014-01-05T08:42:36
1504	2014-01-05T09:28:51	6	2014-01-05T09:00:57
1505	2014-01-05T09:19:09	6	2014-01-05T09:02:25
1506		1	2014-01-05T09:16:02
1507		0	2014-01-05T09:22:19
1508	2014-01-05T09:40:43	6	2014-01-05T09:23:19
1511		1	2014-01-05T09:33:25
1510	2014-01-05T09:47:14	6	2014-01-05T09:29:09
1515	2014-01-05T09:51:01	6	2014-01-05T09:41:01
1513	2014-01-05T09:48:05	6	2014-01-05T09:38:06
1514	2014-01-05T09:46:02	6	2014-01-05T09:38:25
1516	2014-01-05T09:58:58	6	2014-01-05T09:47:04
1517	2014-01-05T09:58:30	6	2014-01-05T09:51:04
1518	2014-01-05T10:17:23	6	2014-01-05T09:58:05
1519	2014-01-05T10:15:10	6	2014-01-05T09:59:50
1520		1	2014-01-05T10:14:40
1521	2014-01-05T10:45:41	6	2014-01-05T10:22:40
1522	2014-01-05T10:35:20	6	2014-01-05T10:28:54
1523		1	2014-01-05T10:42:45
1524	2014-01-05T11:03:23	6	2014-01-05T10:45:55
1525	2014-01-05T11:07:04	6	2014-01-05T10:48:05
1526	2014-01-05T11:43:43	6	2014-01-05T11:00:34
1527		2	2014-01-05T11:03:33
1528		1	2014-01-05T11:12:10
1529	2014-01-05T11:40:19	6	2014-01-05T11:23:22
1530	2014-01-05T11:32:49	6	2014-01-05T11:23:37
1531	2014-01-05T11:46:46	6	2014-01-05T11:24:24
1532	2014-01-05T11:37:19	6	2014-01-05T11:26:18
1533	2014-01-05T11:47:51	6	2014-01-05T11:30:17
1534	2014-01-05T11:48:53	6	2014-01-05T11:33:22
1535	2014-01-05T12:01:33	6	2014-01-05T11:42:17
1536		1	2014-01-05T11:43:29
1537	2014-01-05T11:57:21	6	2014-01-05T11:44:47
1538	2014-01-05T12:10:59	6	2014-01-05T11:53:11
1539	2014-01-05T12:06:38	6	2014-01-05T11:53:45
1542	2014-01-05T12:13:32	6	2014-01-05T12:00:24
1543	2014-01-05T12:17:21	6	2014-01-05T12:02:25
1544	2014-01-05T12:34:00	6	2014-01-05T12:02:37
1545	2014-01-05T12:08:56	6	2014-01-05T12:03:35
1546	2014-01-05T12:21:35	6	2014-01-05T12:08:34
1547	2014-01-05T12:27:42	6	2014-01-05T12:18:30
1548	2014-01-05T12:26:54	6	2014-01-05T12:19:20
1549	2014-01-05T12:35:36	6	2014-01-05T12:19:40
1550	2014-01-05T12:34:02	6	2014-01-05T12:24:51
1551	2014-01-05T12:46:30	6	2014-01-05T12:32:56
1552	2014-01-05T12:48:37	6	2014-01-05T12:40:22
1553	2014-01-05T12:57:19	6	2014-01-05T12:40:54
1554	2014-01-05T12:59:16	6	2014-01-05T12:48:52
1555	2014-01-05T13:11:33	6	2014-01-05T13:00:26
1556	2014-01-05T13:14:15	6	2014-01-05T13:05:47
1557	2014-01-05T13:46:32	6	2014-01-05T13:30:16
1558	2014-01-05T13:48:20	6	2014-01-05T13:35:27
1559	2014-01-05T13:46:04	6	2014-01-05T13:38:45
1560	2014-01-05T13:58:27	6	2014-01-05T13:40:00
1561	2014-01-05T14:05:52	6	2014-01-05T13:43:55
1562	2014-01-05T13:55:34	6	2014-01-05T13:47:43
1563		3	2014-01-05T13:49:15
1564	2014-01-05T14:06:37	6	2014-01-05T13:56:46
1565	2014-01-05T14:36:02	6	2014-01-05T13:59:08
1566	2014-01-05T14:34:06	6	2014-01-05T13:59:24
1568	2014-01-05T14:30:05	6	2014-01-05T14:09:17
1569	2014-01-05T14:29:52	6	2014-01-05T14:11:37
1570		0	2014-01-05T14:12:22
1571	2014-01-05T14:32:33	6	2014-01-05T14:14:16
1572	2014-01-05T14:48:36	6	2014-01-05T14:21:53
1579		1	2014-01-05T14:32:06
1574	2014-01-05T14:30:19	6	2014-01-05T14:22:18
1575	2014-01-05T15:08:24	6	2014-01-05T14:23:25
1576		1	2014-01-05T14:25:56
1577	2014-01-05T14:38:22	6	2014-01-05T14:27:29
1578	2014-01-05T14:36:45	6	2014-01-05T14:27:33
1580	2014-01-05T14:45:41	6	2014-01-05T14:32:36
1581		2	2014-01-05T14:34:27
1582	2014-01-05T15:04:45	6	2014-01-05T14:35:00
1583		2	2014-01-05T14:38:21
1584	2014-01-05T14:50:54	6	2014-01-05T14:38:29
1585	2014-01-05T14:56:13	6	2014-01-05T14:44:07
1586	2014-01-05T14:59:16	6	2014-01-05T14:44:49
1587		0	2014-01-05T14:49:08
1588	2014-01-05T15:01:09	6	2014-01-05T14:51:22
1589	2014-01-05T15:06:04	6	2014-01-05T14:52:17
1590		2	2014-01-05T14:56:30
1591	2014-01-05T15:31:09	6	2014-01-05T15:08:10
1592	2014-01-05T15:26:08	6	2014-01-05T15:13:13
1593	2014-01-05T15:22:45	6	2014-01-05T15:13:18
1594		1	2014-01-05T15:14:18
1595		1	2014-01-05T15:14:28
1596		0	2014-01-05T15:16:56
1597	2014-01-05T15:33:38	6	2014-01-05T15:18:46
1598	2014-01-05T15:34:15	6	2014-01-05T15:20:45
1599		0	2014-01-05T15:21:57
1600	2014-01-05T15:38:20	6	2014-01-05T15:24:43
